business_name,business_long,business_lat,Visits,request_lat,request_long,price_tier,return,User_id
Dim Sum Garden,-75.156727,39.955399,98,39.94908547,-75.1931371,0,1,3663
Dim Sum Garden,-75.156727,39.955399,66,39.94014588,-75.19205405,0,1,2594
Dim Sum Garden,-75.156727,39.955399,92,39.94564367,-75.19407281,0,1,3704
Dim Sum Garden,-75.156727,39.955399,39,39.94106074,-75.19287745,0,1,1627
Dim Sum Garden,-75.156727,39.955399,76,39.94893969,-75.19049241,0,1,3588
Dim Sum Garden,-75.156727,39.955399,68,39.94754366,-75.19360759,0,1,3136
Dim Sum Garden,-75.156727,39.955399,70,39.95289186,-75.19488517,0,1,4602
Dim Sum Garden,-75.156727,39.955399,32,39.9598144,-75.19550421,10,1,4826
Dim Sum Garden,-75.156727,39.955399,75,39.95108667,-75.19240925,10,1,2395
Dim Sum Garden,-75.156727,39.955399,76,39.94011525,-75.19397328,10,1,4295
Dim Sum Garden,-75.156727,39.955399,21,39.94351912,-75.19367798,10,1,1191
Dim Sum Garden,-75.156727,39.955399,53,39.94299917,-75.19344146,10,1,2767
Dim Sum Garden,-75.156727,39.955399,83,39.95651003,-75.19581738,10,1,2960
Dim Sum Garden,-75.156727,39.955399,96,39.95807098,-75.19274085,10,1,2581
Dim Sum Garden,-75.156727,39.955399,32,39.94737992,-75.19342484,10,1,4199
Dim Sum Garden,-75.156727,39.955399,75,39.951757,-75.19269248,10,1,3066
Dim Sum Garden,-75.156727,39.955399,35,39.94239343,-75.19589647,10,0,1843
Dim Sum Garden,-75.156727,39.955399,56,39.95725578,-75.19318098,10,0,4268
Dim Sum Garden,-75.156727,39.955399,37,39.94262458,-75.19029177,10,0,4401
Dim Sum Garden,-75.156727,39.955399,52,39.94252114,-75.19585027,10,0,3080
Dim Sum Garden,-75.156727,39.955399,96,39.94264647,-75.19514403,10,0,3608
Dim Sum Garden,-75.156727,39.955399,78,39.95717062,-75.19044049,10,0,1427
Dim Sum Garden,-75.156727,39.955399,47,39.94074773,-75.19563507,10,0,3223
Dim Sum Garden,-75.156727,39.955399,14,39.9510943,-75.19523855,10,0,3226
Dim Sum Garden,-75.156727,39.955399,79,39.95368309,-75.1944016,10,0,4204
Dim Sum Garden,-75.156727,39.955399,52,39.94865695,-75.19078136,10,0,2156
Dim Sum Garden,-75.156727,39.955399,59,39.94434319,-75.19177948,10,0,4243
Dim Sum Garden,-75.156727,39.955399,44,39.95700954,-75.19209668,10,0,1799
Dim Sum Garden,-75.156727,39.955399,63,39.9548562,-75.19300617,10,0,3235
Dim Sum Garden,-75.156727,39.955399,1,39.94455341,-75.19158488,10,0,2294
Dim Sum Garden,-75.156727,39.955399,2,39.95306943,-75.19476048,10,0,3573
Dim Sum Garden,-75.156727,39.955399,91,39.94657556,-75.19346072,10,0,1259
Dim Sum Garden,-75.156727,39.955399,64,39.94513141,-75.19346422,10,0,2910
Dim Sum Garden,-75.156727,39.955399,35,39.95163873,-75.19405351,10,0,3714
Dim Sum Garden,-75.156727,39.955399,5,39.95066463,-75.19554802,10,0,2067
Dim Sum Garden,-75.156727,39.955399,71,39.95287278,-75.19174482,10,0,1221
,-75.156727,39.955399,,39.95788889,-75.1933779,10,0,3929
,-75.156727,39.955399,,39.96100363,-75.19558297,10,0,4722
,-75.156727,39.955399,,39.95258823,-75.19555358,10,0,4209
,-75.156727,39.955399,,39.95354027,-75.19032372,10,0,2341
,-75.156727,39.955399,,39.95580759,-75.1953623,10,0,1865
,-75.156727,39.955399,,39.96106275,-75.19262062,10,0,3726
,-75.156727,39.955399,,39.96062387,-75.19368403,10,0,2932
,-75.156727,39.955399,,39.95900972,-75.19406034,10,0,2615
,-75.156727,39.955399,,39.95767873,-75.19135549,10,0,2922
,-75.156727,39.955399,,39.95653377,-75.19086474,10,0,4987
,-75.156727,39.955399,,39.95690347,-75.19380496,10,0,2275
,-75.156727,39.955399,,39.96049032,-75.19370202,10,0,2735
,-75.156727,39.955399,,39.96023864,-75.19760827,10,0,4376
,-75.156727,39.955399,,39.95662998,-75.19505954,10,0,2943
,-75.156727,39.955399,,39.95244998,-75.19272157,10,0,3125
,-75.156727,39.955399,,39.9549921,-75.19026277,10,0,3443
,-75.156727,39.955399,,39.95316947,-75.19077772,10,0,2401
,-75.156727,39.955399,,39.95671241,-75.19883818,10,0,4823
,-75.156727,39.955399,,39.95763307,-75.19238442,10,0,2194
,-75.156727,39.955399,,39.95372823,-75.19022266,10,0,2142
,-75.156727,39.955399,,39.95944198,-75.19265347,10,0,1741
,-75.156727,39.955399,,39.95552885,-75.19690709,20,0,4593
,-75.156727,39.955399,,39.96080396,-75.19610103,20,0,3225
,-75.156727,39.955399,,39.95328421,-75.19792111,20,0,2146
,-75.156727,39.955399,,39.95823096,-75.19182067,20,0,3676
,-75.156727,39.955399,,39.95724674,-75.19812027,20,0,3390
,-75.156727,39.955399,,39.95278743,-75.19183681,20,0,4584
,-75.156727,39.955399,,39.95441037,-75.19162163,20,0,3984
,-75.156727,39.955399,,39.95457522,-75.19036028,20,0,2174
,-75.156727,39.955399,,39.96051285,-75.19246545,20,0,1190
,-75.156727,39.955399,,39.95655592,-75.19629717,20,0,2263
,-75.156727,39.955399,,39.96115766,-75.1935217,20,0,1204
,-75.156727,39.955399,,39.95405621,-75.19847868,20,0,1225
,-75.156727,39.955399,,39.95915389,-75.19711496,20,0,2131
,-75.156727,39.955399,,39.95232991,-75.19306374,20,0,2847
,-75.156727,39.955399,,39.95255238,-75.19210676,20,0,1856
,-75.156727,39.955399,,39.95484962,-75.19007498,20,0,1249
,-75.156727,39.955399,,39.95802721,-75.19327967,20,0,1864
,-75.156727,39.955399,,39.95306909,-75.19498126,20,0,1313
,-75.156727,39.955399,,39.96090099,-75.19500731,20,0,1843
,-75.156727,39.955399,,39.95411256,-75.19725156,20,0,4512
,-75.156727,39.955399,,39.95676839,-75.19707066,20,0,3186
,-75.156727,39.955399,,39.9580591,-75.19540719,20,0,2350
,-75.156727,39.955399,,39.95582878,-75.1920527,20,0,4257
,-75.156727,39.955399,,39.95552518,-75.19073563,20,0,2584
,-75.156727,39.955399,,39.95837337,-75.19424375,20,0,2232
,-75.156727,39.955399,,39.95901143,-75.19361383,20,0,2539
,-75.156727,39.955399,,39.95690827,-75.1982443,20,0,4096
,-75.156727,39.955399,,39.95341026,-75.19112465,20,0,1743
,-75.156727,39.955399,,39.9550828,-75.19146696,20,0,3547
,-75.156727,39.955399,,39.9597193,-75.19241099,20,0,4127
,-75.156727,39.955399,,39.9596821,-75.19418873,20,0,1090
,-75.156727,39.955399,,39.95643349,-75.19193793,20,0,4963
,-75.156727,39.955399,,39.95307199,-75.19750223,20,0,3269
,-75.156727,39.955399,,39.95821148,-75.19897824,20,0,4777
,-75.156727,39.955399,,39.95487107,-75.19430985,20,0,1063
,-75.156727,39.955399,,39.95759421,-75.19338635,20,0,2120
,-75.156727,39.955399,,39.95512145,-75.1977925,20,0,1615
,-75.156727,39.955399,,39.9584223,-75.19679142,20,0,3778
,-75.156727,39.955399,,39.95448741,-75.19618009,20,0,2742
,-75.156727,39.955399,,39.95469881,-75.19179483,20,0,1050
,-75.156727,39.955399,,39.95586093,-75.19883436,20,0,2865
,-75.156727,39.955399,,39.95572387,-75.19419199,20,0,2617
,-75.156727,39.955399,,39.95349056,-75.19314876,20,0,2384
,-75.156727,39.955399,,39.95921745,-75.197888,20,0,2249
,-75.156727,39.955399,,39.96036489,-75.19538509,20,0,2071
,-75.156727,39.955399,,39.95809273,-75.19468562,20,0,1986
,-75.156727,39.955399,,39.95243477,-75.1983768,20,0,3674
,-75.156727,39.955399,,39.96005301,-75.19033964,20,0,3027
,-75.156727,39.955399,,39.95924978,-75.1969608,20,0,2554
,-75.156727,39.955399,,39.95883427,-75.19007154,20,0,2262
,-75.156727,39.955399,,39.95346742,-75.1929885,30,0,2506
,-75.156727,39.955399,,39.95983164,-75.19028106,30,0,4752
,-75.156727,39.955399,,39.9596381,-75.19588741,30,0,4225
,-75.156727,39.955399,,39.9592527,-75.191184,30,0,2308
,-75.156727,39.955399,,39.9560332,-75.19761785,30,0,2907
,-75.156727,39.955399,,39.95773386,-75.19570935,30,1,1421
,-75.156727,39.955399,,39.95828251,-75.19091669,30,1,2178
,-75.156727,39.955399,,39.95814201,-75.19857774,30,1,3249
,-75.156727,39.955399,,39.95500418,-75.19356975,30,1,4049
,-75.156727,39.955399,,39.9561365,-75.19763254,30,1,3583
,-75.156727,39.955399,,39.95625975,-75.19372497,30,1,3557
,-75.156727,39.955399,,39.95778027,-75.19774763,30,1,4312
,-75.156727,39.955399,,39.95230224,-75.19193053,30,1,3626
,-75.156727,39.955399,,39.95637,-75.19367543,30,1,1815
,-75.156727,39.955399,,39.9587785,-75.19812261,30,1,4335
,-75.156727,39.955399,,39.95682915,-75.19745706,30,1,2537
,-75.156727,39.955399,,39.96011204,-75.1905008,30,1,1163
,-75.156727,39.955399,,39.95513301,-75.19066301,30,1,3056
,-75.156727,39.955399,,39.95992128,-75.19797336,30,1,4908
,-75.156727,39.955399,,39.95877165,-75.19817365,30,1,4600
,-75.156727,39.955399,,39.95222038,-75.19115903,30,1,3409
,-75.156727,39.955399,,39.95232577,-75.19828489,30,1,1386
,-75.156727,39.955399,,39.95265085,-75.19374061,30,1,4644
,-75.156727,39.955399,,39.95402441,-75.19001905,30,1,3568
,-75.156727,39.955399,,39.95562726,-75.19204069,30,1,2214
,-75.156727,39.955399,,39.96013236,-75.19019904,30,1,3030
,-75.156727,39.955399,,39.95429502,-75.19661202,30,1,1218
,-75.156727,39.955399,,39.95289766,-75.19121957,30,1,4093
,-75.156727,39.955399,,39.95790461,-75.19034169,30,1,1289
,-75.156727,39.955399,,39.95245282,-75.19093239,30,1,3121
,-75.156727,39.955399,,39.95304332,-75.1924833,30,1,4945
,-75.156727,39.955399,,39.9562267,-75.19536998,30,1,1761
,-75.156727,39.955399,,39.95774985,-75.19211173,30,1,1295
,-75.156727,39.955399,,39.95408549,-75.19461781,30,1,3524
,-75.156727,39.955399,,39.95354447,-75.19677308,30,1,2023
,-75.156727,39.955399,,39.95845571,-75.19331023,30,1,4211
,-75.156727,39.955399,,39.95848525,-75.19409091,30,1,3607
,-75.156727,39.955399,,39.95764948,-75.19553704,30,1,4794
,-75.156727,39.955399,,39.95936587,-75.19632601,30,1,2961
,-75.156727,39.955399,,39.95626792,-75.19119826,30,1,2251
,-75.156727,39.955399,,39.95594946,-75.19430126,30,1,2599
,-75.156727,39.955399,,39.95378877,-75.19270792,30,1,1006
,-75.156727,39.955399,,39.95576982,-75.19112477,30,1,2332
,-75.156727,39.955399,,39.95984358,-75.19553719,30,1,4912
,-75.156727,39.955399,,39.95868306,-75.19354471,30,1,2435
,-75.156727,39.955399,,39.95693475,-75.19025434,30,1,4904
,-75.156727,39.955399,,39.96111668,-75.19527157,30,1,4809
,-75.156727,39.955399,,39.95823004,-75.19421682,30,1,4939
,-75.156727,39.955399,,39.95414919,-75.19336955,30,1,2905
,-75.156727,39.955399,,39.955904,-75.19477216,30,1,2878
,-75.156727,39.955399,,39.95268189,-75.19841058,40,1,2439
,-75.156727,39.955399,,39.95711639,-75.19527744,40,1,2082
,-75.156727,39.955399,,39.95399578,-75.19248759,40,1,1422
,-75.156727,39.955399,,39.95506497,-75.1903655,40,1,4766
,-75.156727,39.955399,,39.95966907,-75.19534886,40,1,4201
,-75.156727,39.955399,,39.95460318,-75.19190307,40,1,3766
,-75.156727,39.955399,,39.95938084,-75.19253494,40,1,3651
,-75.156727,39.955399,,39.96004459,-75.19415801,40,1,4773
,-75.156727,39.955399,,39.95763049,-75.19664859,40,1,3487
,-75.156727,39.955399,,39.95537748,-75.19458404,40,1,1262
,-75.156727,39.955399,,39.95446609,-75.19804537,40,1,4870
,-75.156727,39.955399,,39.95524187,-75.19280335,40,1,2793
,-75.156727,39.955399,,39.95526221,-75.19532667,40,1,2363
,-75.156727,39.955399,,39.95813607,-75.19131043,40,1,4650
,-75.156727,39.955399,,39.96087735,-75.19075903,40,1,3842
,-75.156727,39.955399,,39.95292109,-75.19305512,40,1,4255
,-75.156727,39.955399,,39.95238469,-75.19429358,40,1,2004
,-75.156727,39.955399,,39.95758677,-75.19029328,40,1,3206
,-75.156727,39.955399,,39.95977631,-75.19776378,40,1,2546
,-75.156727,39.955399,,39.95483882,-75.19734028,40,1,4637
,-75.156727,39.955399,,39.95985098,-75.1972728,40,1,2107
,-75.156727,39.955399,,39.96026997,-75.19177686,40,1,1386
,-75.156727,39.955399,,39.95461201,-75.1964759,40,1,4115
,-75.156727,39.955399,,39.95805205,-75.19895627,40,1,2656
,-75.156727,39.955399,,39.96035568,-75.19495151,40,1,4592
,-75.156727,39.955399,,39.95589135,-75.19610317,40,1,3489
,-75.156727,39.955399,,39.95724214,-75.19459198,40,1,1194
,-75.156727,39.955399,,39.95686688,-75.19641905,40,1,1365
,-75.156727,39.955399,,39.95659614,-75.19886142,40,1,2221
,-75.156727,39.955399,,39.95983518,-75.19795274,40,1,3449
,-75.156727,39.955399,,39.95505874,-75.19726757,40,1,4446
,-75.156727,39.955399,,39.96010624,-75.19146892,40,1,3488
,-75.156727,39.955399,,39.95461635,-75.19688154,40,1,4051
,-75.156727,39.955399,,39.95763621,-75.19111353,40,1,3117
,-75.156727,39.955399,,39.95837214,-75.19333003,40,1,3299
,-75.156727,39.955399,,39.95940101,-75.19842839,40,1,4694
,-75.156727,39.955399,,39.956489,-75.19436237,40,1,1260
,-75.156727,39.955399,,39.95483755,-75.19452885,40,1,1549
,-75.156727,39.955399,,39.96109028,-75.19702824,40,1,2291
,-75.156727,39.955399,,39.9593259,-75.19653188,40,1,1901
,-75.156727,39.955399,,39.95709844,-75.19515813,40,1,1721
,-75.156727,39.955399,,39.9601176,-75.19248023,40,1,1974
,-75.156727,39.955399,,39.95491916,-75.19677435,40,1,4386
,-75.156727,39.955399,,39.96081017,-75.19173828,40,1,3357
,-75.156727,39.955399,,39.95610313,-75.19262649,40,1,1747
,-75.156727,39.955399,,39.96018786,-75.1904659,40,1,4532
,-75.156727,39.955399,,39.95964381,-75.19671454,40,1,2067
,-75.156727,39.955399,,39.9542606,-75.19446178,40,1,2365
,-75.156727,39.955399,,39.95815793,-75.19439223,40,1,2905
,-75.156727,39.955399,,39.96057494,-75.19648237,40,1,1412
